139.035786,292.727245
273.123597,126.963484
245.475579,200.859263
214.231200,260.898366
143.613639,290.987979
186.409936,290.889247
269.305074,145.231334
269.263072,163.470605
266.717762,177.600994
200.342203,276.068622
266.886214,169.443890
250.695482,198.996366
269.772210,144.309131
204.291093,274.627451
269.988848,137.629104
199.160185,277.821136
209.026176,271.883081
197.040732,278.973913
253.262617,198.161083
272.154222,134.328077
140.934135,292.223249
272.483289,130.296904
247.371471,199.520248
193.241096,283.569484
206.837070,273.539641
212.175250,267.655111
142.624125,291.482022
213.035554,265.967790
260.487082,188.876373
210.224589,271.109356
195.667629,279.468785
210.428493,269.471581
213.200363,263.139164
211.431422,268.604321
261.683859,187.014731
194.334049,281.982217
213.962036,261.545114
195.216382,280.820918
188.866695,287.804029
213.101014,264.474135
256.268024,195.903957
190.543916,287.572700
191.747296,285.265114
263.889161,184.424205
206.725987,273.836216
253.984040,197.172758
191.253867,286.704778
259.538142,191.966765
205.301327,274.319420
264.413032,183.379462
188.186290,289.329736
259.741049,190.683602
266.110346,178.624782
192.323864,284.416883
187.197795,289.474213
272.086953,135.583896
255.689640,196.011674
187.138558,290.459260
254.576310,196.215390
257.147752,194.827766
265.785808,180.215243
271.215923,137.570794
262.444903,186.542967
194.553482,281.436331
271.555233,136.000679
262.967009,185.812271
246.174799,200.063918
258.787802,192.847116
246.981874,199.541619
271.217035,136.748653
258.167511,193.405609
273.087616,127.689158
257.478322,193.850407
268.592091,167.536487
259.854512,189.833441
268.731234,166.739584
259.102565,192.470692
272.915214,128.627962
268.356430,168.162913
266.475759,178.601849
265.272699,181.327352
260.022686,189.151368
263.563947,185.080370
245.814687,200.206632
268.836588,165.973361
270.022830,137.583768
188.442919,288.487424
205.060478,274.339711
272.561188,129.509239
264.995498,182.317430
269.384953,144.927784
263.251446,185.327247
262.014159,186.921649
265.468773,180.355323
257.244710,194.767783
265.110029,181.664198
272.879663,129.233614
258.021468,193.837315
188.722662,288.425823
190.731979,287.138544
