0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
4.239492,3.009693,0.954434,2.134294,7.526225,1.138615
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
6.766214,1.204401,4.766398,4.305519,1.104558,0.854325
2.406523,4.032781,2.111747,7.149302,3.308352,1.366143
2.406523,4.032781,2.111747,7.149302,3.308352,1.366143
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
6.766214,1.204401,4.766398,4.305519,1.104558,0.854325
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
6.766214,1.204401,4.766398,4.305519,1.104558,0.854325
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
4.239492,3.009693,0.954434,2.134294,7.526225,1.138615
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
6.766214,1.204401,4.766398,4.305519,1.104558,0.854325
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
4.493453,5.121394,5.139023,1.501459,0.236913,3.911310
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
