-52.942349,47.066898,0.000000,-1.402194
1.644351,70.217743,-48.927792,-46.150876
-0.876462,-311.253116,-81.906480,-16.961949
-3.990668,-438.050897,-68.432797,-26.066597
-47.376319,36.256702,-5.214731,0.000000
-50.708776,8.706963,0.000000,-49.798310
3.853517,68.982849,-49.588443,-44.105006
-29.658022,-220.040691,-28.985703,-40.696164
-37.627825,-78.922503,-22.300556,-15.008159
-8.610727,-100.208218,-57.692638,-32.975360
-23.321247,-144.911499,-58.451254,-18.460713
-32.781300,-110.992330,-26.507256,-19.554436
-25.427639,-34.714766,-39.338933,-4.354999
-21.777773,55.502710,-35.904655,-33.820672
-27.459517,-93.997480,-34.113800,-23.957587
-35.379389,-65.665028,-24.419119,-11.568965
-6.219222,-124.579823,-61.190183,-31.992936
-18.144627,-203.783037,-67.910423,-14.126397
-27.904131,-115.962179,-54.191610,-1.218768
-41.558377,64.188658,-13.529237,-8.090017
-6.615326,-408.417984,-62.033940,-31.314849
-38.912314,44.761496,-18.666027,-4.288750
-3.325374,-142.343766,-65.553406,-30.683279
-10.065810,-158.252070,-61.583460,-28.451388
-16.009556,48.173467,-41.405825,-21.500719
-36.390909,58.429509,-23.292020,-6.552870
-38.317420,-54.126047,-18.360457,-8.716059
-4.776256,-428.021902,-66.671378,-28.494563
-15.859473,-278.391386,-72.879484,-11.083414
-45.054823,65.434770,-16.110664,-4.916747
-14.955954,-172.071244,-63.855164,-21.338441
-9.568200,43.896282,-43.895818,-36.525918
-1.851273,-181.659260,-69.561507,-28.087647
-17.053517,-172.371649,-62.054306,-21.062713
-3.452762,-395.508921,-69.714346,-19.093616
-2.982614,-383.471347,-71.538260,-16.977380
-43.294876,36.721760,-19.181673,-2.219763
-3.419233,-343.352558,-77.329823,-16.104121
-26.389141,-172.090640,-34.882355,-38.001523
-33.318002,35.579009,-27.209651,-3.482043
-12.746882,-175.607294,-67.515637,-19.864951
-51.630374,17.605497,-0.731272,-9.114697
-12.052713,-265.485844,-70.896497,-16.619588
-9.328005,-328.306360,-77.053959,-13.121214
-7.454876,-369.214390,-60.142223,-29.947614
-20.538914,-272.981601,-72.709093,-6.957382
-11.566909,-336.215257,-73.045196,-13.408133
-33.694786,-86.473923,-25.424920,-11.447628
-9.097718,54.724013,-45.815419,-35.685641
-9.439549,-358.466471,-68.995595,-17.585168
-20.301883,-279.887632,-71.877019,-6.922121
-14.365259,68.322825,-36.737679,-31.248063
-0.686773,-198.154093,-71.943727,-26.759992
-24.386765,-80.353357,-37.942013,-30.044206
-47.014179,38.293876,-10.619028,-2.087732
-34.869975,53.492169,-25.358974,-4.650352
-10.799234,42.978469,-45.308373,-24.472452
-5.341366,-273.593224,-63.661054,-29.168329
-42.794632,20.395117,-9.838013,0.000000
-3.974275,-431.105054,-68.493506,-27.273101
-4.394678,-361.428704,-78.103310,-14.718412
-1.937584,-247.749875,-73.646035,-23.853568
-0.631498,-243.165791,-76.361220,-22.771241
-47.804431,48.506589,-12.930065,-2.119909
-0.593256,-231.942906,-74.990028,-24.075324
-50.975712,-16.670354,0.000000,-49.484560
-28.792547,-85.257108,-49.390244,-1.319301
-4.072191,-317.786072,-78.278021,-14.879463
-25.754624,-89.731139,-36.425937,-26.935589
-33.293093,-89.798375,-27.159477,-12.900200
0.375227,60.686591,-53.413073,-39.405345
-49.553383,60.280858,-9.408716,-6.354606
-9.032502,-340.626939,-64.434087,-22.779820
-32.969829,-47.891235,-36.758916,-0.067213
-48.250934,42.067778,-13.422421,-1.643041
-43.504673,65.912849,-18.212293,-4.823935
-4.144815,-369.363093,-67.670153,-18.708459
-24.339848,-200.419819,-64.430484,-11.473066
-6.307440,-388.260499,-72.354939,-16.934511
-47.164143,38.113339,-15.636929,-1.863026
-12.471612,45.032403,-44.193551,-30.244716
-4.633224,-429.464286,-66.721339,-28.676648
-6.311886,54.412860,-49.357940,-38.490244
-0.598896,-247.117340,-76.485317,-22.559211
-7.952771,46.654263,-46.822208,-33.571642
-0.692723,-224.455765,-74.544522,-24.377020
-47.803271,43.232582,-14.021138,-1.885730
-1.721464,60.123988,-52.128011,-41.195008
-0.585146,-252.184727,-77.288548,-21.840407
-51.055448,-14.658648,0.000000,-49.260599
1.262735,66.342281,-52.516623,-42.918591
-45.452453,27.218190,-7.299377,0.000000
-0.589340,-207.818353,-73.276386,-25.672352
-20.405375,-180.805262,-63.296471,-16.502208
-24.581902,-180.305646,-50.489702,0.000000
-29.414636,-92.933181,-49.327786,-1.173631
2.281688,65.975967,-51.606194,-41.288682
-4.116693,55.905670,-50.723137,-42.191454
-52.843797,57.437703,0.000000,-3.020679
-50.681447,-38.627999,0.000000,-25.454405
-0.741109,-289.232633,-79.756974,-19.231368
-0.843812,62.290173,-51.257441,-43.053355
-5.532760,-336.857240,-64.576933,-19.376896
-51.927480,24.353061,0.000000,-5.645398
-35.283849,-93.626494,-24.331873,-13.316310
-51.589387,-44.551399,-0.212080,-22.717771
-0.924736,-293.865432,-80.328990,-18.545952
-0.319308,-214.683697,-73.973044,-25.002159
-50.126947,43.310181,-3.276594,0.000000
-33.098444,-99.060780,-27.006346,-17.061809
-0.397587,-220.041378,-74.199403,-24.907639
-5.900645,-297.390544,-77.770830,-16.321827
2.758661,68.833931,-49.186933,-45.759090
-0.468566,-258.230127,-77.635181,-21.546348
-49.132409,40.099823,-4.149521,0.000000
-7.542214,-336.375034,-60.204962,-30.377176
-7.731692,49.674378,-45.530500,-36.224708
-45.854094,31.984172,-6.934623,0.000000
-0.121713,68.698323,-48.674725,-46.962930
-0.927544,-211.825755,-73.546208,-25.171214
-51.700083,17.399504,0.000000,-43.483866
-5.888236,-275.920525,-75.197614,-18.647413
1.933308,66.908003,-46.509253,-48.952594
-6.744839,48.207924,-46.132230,-37.326246
-47.527064,40.743846,-8.182795,-1.540902
-52.021228,57.253141,-3.759634,-8.292480
-6.803626,65.558490,-46.103418,-42.251107
-0.874835,-302.027372,-81.032910,-17.882821
-0.718986,-285.524092,-80.143123,-18.871649
1.592159,65.598265,-53.042959,-40.175121
-51.132824,15.685678,0.000000,-22.748743
3.517231,68.284503,-49.371371,-45.023343
2.678541,69.124598,-49.792153,-45.327889
-7.213325,57.088627,-47.046774,-37.533801
1.056879,67.813000,-48.371780,-47.150848
-2.488688,-310.977419,-73.414244,-17.018082
-52.886395,53.223403,0.000000,-2.450757
3.567789,68.488314,-50.361229,-44.094963
-0.495572,-255.479897,-77.485620,-21.686950
-7.144612,54.799825,-46.494209,-39.889297
0.266645,66.863962,-46.779985,-48.518299
0.529130,66.976107,-47.377967,-47.909977
-50.420811,42.120629,-2.688000,0.000000
-50.815796,-4.438553,0.000000,-49.692361
-50.624446,29.797323,-2.178279,0.000000
