0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
0.555790,4.070806,6.659193,2.391250,4.111350,2.567433
2.406523,4.032781,2.111747,7.149302,3.308352,1.366143
5.015171,0.564382,0.700309,6.949179,3.898569,0.993668
0.607575,0.271103,4.639475,6.105086,5.570061,0.416128
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
0.607575,0.271103,4.639475,6.105086,5.570061,0.416128
2.406523,4.032781,2.111747,7.149302,3.308352,1.366143
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
1.088230,4.332661,3.922586,5.517853,1.827300,4.616232
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
1.335838,4.936613,6.391705,4.523538,0.870030,1.486725
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
1.335838,4.936613,6.391705,4.523538,0.870030,1.486725
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
1.088230,4.332661,3.922586,5.517853,1.827300,4.616232
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
1.088230,4.332661,3.922586,5.517853,1.827300,4.616232
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
1.088230,4.332661,3.922586,5.517853,1.827300,4.616232
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
0.185795,2.228490,6.301772,2.703167,1.630533,5.979920
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
2.406523,4.032781,2.111747,7.149302,3.308352,1.366143
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
2.018651,0.614415,6.115754,0.702347,6.604476,2.114450
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
5.849723,2.685577,4.034886,1.667836,4.569818,3.010218
3.402197,3.493057,5.167610,1.960286,2.504795,5.462684
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
0.236524,3.099722,3.802823,6.593708,4.579550,1.365010
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
4.067264,2.691831,5.016870,4.786084,0.014029,4.309737
4.199611,0.823092,1.956279,4.479033,2.954229,6.285519
3.524828,7.235608,3.547223,2.585668,1.365912,2.127340
9.121560,1.416270,0.687359,1.948112,0.968296,0.155990
2.938308,5.346826,0.926065,5.470273,3.750999,2.892148
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
1.067790,2.596773,0.307119,2.703066,1.600632,8.520087
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
0.438178,5.031543,7.539488,2.172522,0.961602,1.562486
0.254343,3.370649,4.175691,0.560972,7.416223,2.502159
3.752452,0.595191,0.691058,8.622496,1.075158,0.148642
3.816630,6.819367,1.397794,3.634514,2.098451,3.130614
5.009512,0.222198,0.224872,1.189030,1.342435,7.875730
5.663134,5.650278,3.965803,0.888196,0.855423,3.032036
4.223621,1.731057,4.015765,2.189127,0.639751,6.948002
