73.110039,359.117822,49.159498
125.001873,91.604715,90.773770
102.648031,99.499233,98.532561
94.166706,390.764298,42.355050
433.701447,120.231748,43.366557
83.219454,211.892708,75.103806
118.568113,150.208735,80.972109
115.295679,162.821703,81.208978
109.987350,191.698121,78.097444
122.472144,156.016032,79.996482
101.096870,195.501466,77.167532
108.051368,104.347442,93.164290
110.259165,182.234222,79.622862
310.858689,117.412694,55.071553
117.264918,95.774370,91.100544
92.931751,203.727083,75.788200
105.545198,187.860607,78.928571
121.853655,172.618652,79.530939
86.555081,300.618974,59.562322
323.044752,116.265828,55.392779
147.918559,102.204961,87.755063
85.255251,295.078554,60.875187
101.933407,252.690921,69.033422
96.116728,220.548866,73.121264
97.632878,103.277028,96.419440
98.623613,103.113329,94.522231
383.146527,134.259311,48.793530
116.242962,142.119156,81.933272
283.689208,137.571632,60.301301
92.749936,239.838383,71.198100
362.114827,136.204846,49.985278
258.573592,126.735779,63.393663
275.650504,122.976193,61.259163
107.432825,176.608581,80.117930
244.162612,118.052009,65.953203
267.362219,128.062466,62.344268
85.408914,301.047059,60.286748
348.125972,127.980719,51.702838
116.759136,168.087363,80.767575
164.314637,95.560855,83.608437
99.393673,258.510474,67.633042
74.856075,229.638623,74.325731
79.235725,235.210208,72.368436
267.461932,128.743949,61.231746
86.079615,306.168376,58.614374
85.995245,308.968057,58.706960
171.658507,99.809733,82.037310
281.620517,134.786455,60.633876
201.438063,107.881712,72.822845
75.690770,228.029978,73.243927
249.798720,117.160497,65.460859
335.844044,118.178881,53.913290
328.904005,119.852703,52.806577
132.557607,92.809084,89.439833
98.873034,254.691066,68.179619
137.839531,98.924683,89.311969
142.619719,97.789097,88.100954
123.162984,138.784445,83.659604
88.441682,232.669889,71.872826
101.621853,246.661191,70.232597
93.500615,284.194012,61.927147
159.008303,100.421224,85.371263
94.745063,268.344483,66.872615
204.658149,111.368709,72.190925
294.615671,132.036725,57.296730
86.699962,313.956730,58.330379
391.167141,120.463064,47.746955
356.222417,121.239802,51.466618
187.122068,108.350833,80.149677
178.612520,102.390091,80.850531
299.230065,122.100386,56.895170
82.775709,353.524337,49.749496
153.101176,97.507127,86.354566
210.535482,109.772516,71.035852
186.475618,113.900621,80.074833
168.819234,96.934925,82.053202
168.843887,95.277489,82.621946
87.806673,222.441546,74.524230
127.400468,141.710753,83.158859
178.620070,98.807055,80.781487
101.281179,198.428397,76.729337
397.928261,105.458869,48.573120
92.489012,332.327494,54.107183
343.255369,118.744835,52.541816
90.361569,290.926390,61.307997
106.841360,104.115516,93.682381
209.719225,115.316945,72.080052
224.076881,105.940986,68.758477
328.596721,124.498329,53.070300
371.739986,116.086264,50.175735
192.941405,105.501939,76.454621
89.018651,276.904410,64.440301
130.228344,104.381546,81.644150
100.141207,274.514701,63.089526
278.339541,131.975915,60.810628
98.868287,280.338943,62.665995
302.111656,125.653930,56.728874
378.199357,121.438467,48.880431
91.600840,271.762804,66.210723
239.519001,116.920886,66.421756
