89.148693,175.467594,91.450378
368.237980,82.956612,57.950736
168.455055,432.534046,43.670287
113.512260,443.452975,45.163768
464.409766,106.929694,53.018697
98.258486,98.743411,98.805385
233.503326,145.167363,78.198371
268.808870,105.531952,71.042765
234.551833,140.196209,79.159190
192.410309,420.005110,44.167232
120.511710,127.099020,96.798053
109.293786,131.969299,91.879500
311.944874,140.921520,71.007490
394.048583,107.549472,57.017587
144.153570,181.426322,85.403577
126.263349,390.775830,51.273300
125.533587,246.314999,71.963163
359.907809,99.946381,58.969174
411.812101,159.737832,55.730481
120.416030,383.312000,51.802299
137.404288,327.711139,61.253737
188.999502,411.020259,44.637374
103.384563,306.840939,62.176711
134.831881,339.255599,56.114860
142.661493,368.044569,53.687755
96.238207,203.959049,78.782286
429.449825,148.152248,55.645782
155.998881,364.625928,54.801892
99.228707,215.704373,75.191781
114.990882,281.803024,65.898846
259.813217,148.318118,74.005958
239.128240,147.287228,75.407867
111.944368,233.818296,72.970369
463.111711,118.204854,52.256413
114.168079,223.675377,73.021309
441.224132,149.134143,54.429220
146.662397,423.377098,49.769194
255.805500,150.437009,74.796543
420.922924,136.621537,56.657849
381.330602,159.505824,56.570696
136.324804,128.576943,90.375763
347.417362,156.222357,60.700009
369.624883,83.085198,57.823860
119.892771,317.775035,61.958232
141.251695,345.632986,55.449266
130.248939,269.233182,67.181087
129.605360,257.024401,67.866093
104.043745,200.399646,76.827630
111.767743,210.238203,74.823212
117.924908,287.126113,64.151291
119.811085,321.165486,61.666844
129.329784,178.606169,88.851525
245.159625,143.912695,76.416446
170.547059,417.542633,47.588677
362.232404,94.632548,57.663906
245.855403,143.327217,77.060478
91.668444,172.193760,91.243870
130.487419,273.501017,66.165322
378.793064,159.004370,56.720600
148.934822,353.291759,55.015123
126.864628,261.938709,68.372381
167.909735,414.028736,48.372310
456.179343,101.969179,53.888956
114.386105,228.952380,72.635483
365.602357,89.142602,57.266362
265.956843,152.282898,71.469786
175.959431,430.398970,46.869566
133.899914,183.363535,87.180818
122.439646,297.317298,63.318962
141.761939,196.834064,77.350227
130.628073,415.899245,50.500264
123.131893,295.279539,63.068042
112.884628,293.685114,64.215255
120.822350,304.079665,62.110967
144.313555,353.092473,55.321694
149.299476,437.606111,45.499007
365.131870,89.895976,57.525360
265.418220,148.612408,72.623318
176.688722,421.821076,47.111089
351.550584,138.714613,67.020828
168.490303,428.912613,47.817143
453.935464,120.635921,53.574029
138.640776,177.721236,88.349795
461.071521,121.575324,52.657594
444.984286,137.299784,55.232673
182.517607,413.407926,46.422237
344.800818,170.343110,63.617531
322.068291,157.509776,68.971419
331.091363,139.642863,69.827073
459.812047,125.272048,52.501160
186.221591,420.720462,45.922224
188.888543,426.763552,44.537713
457.266732,124.115646,53.410871
313.548798,141.695633,70.968021
340.185544,139.137218,66.918624
134.221507,412.779593,50.975865
166.233447,434.450865,44.379489
342.485864,135.440795,69.023050
319.521729,140.523059,70.659899
317.622000,157.009605,69.998931
